Tissue,Cancer type,HSP,HSP,GTEX,TCGA
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC15,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC16,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC17,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC18,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC19,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC21,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC22,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC24,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC25,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC27,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC28,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC3,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC30,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC4,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC5,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC5B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC6,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC7,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC8,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,DNAJC9,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,GAK,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA1B,HSCB,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,HSP90AA1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,HSP90AB1,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA1B,HSP90B1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,HSPA12A,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,HSPA12B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,HSPA13,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,HSPA14,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1B,HSPA1A,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA1L,CRYAA,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,CRYAB,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJA1,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJA2,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJA3,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJA4,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB11,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB12,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB13,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB14,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB2,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB3,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB4,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB5,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB6,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB7,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB8,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJB9,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC10,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC11,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC12,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC13,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC14,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC15,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC16,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC17,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC18,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC19,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC2,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC21,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC22,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC24,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC25,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC27,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC28,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC3,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC30,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC4,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC5,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC5B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC6,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC7,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC8,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,DNAJC9,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,GAK,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,HSCB,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,HSP90AA1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,HSP90AB1,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,HSP90B1,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,HSPA12A,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,HSPA12B,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,HSPA13,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,HSPA14,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA1L,HSPA1A,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA1L,HSPA1B,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,CRYAA,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,CRYAB,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJA1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJA2,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJA3,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJA4,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB11,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB12,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB13,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB14,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB3,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB4,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB5,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB6,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB7,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB8,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJB9,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC10,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC11,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC12,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC13,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC14,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC15,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC16,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC17,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC18,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC19,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC21,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC22,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC24,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC25,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC27,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC28,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC3,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC30,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC4,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC5,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC5B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC6,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC7,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC8,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,DNAJC9,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,GAK,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,HSCB,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,HSP90AA1,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,HSP90AB1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,HSP90B1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,HSPA12A,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,HSPA12B,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,HSPA13,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,HSPA14,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,HSPA1A,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA2,HSPA1B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA2,HSPA1L,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,CRYAA,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,CRYAB,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJA1,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJA2,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJA3,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJA4,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB11,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB12,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB13,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB14,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB2,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB3,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB4,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB5,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB6,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB7,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB8,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJB9,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC1,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC10,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC11,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC12,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC13,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC14,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC15,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC16,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC17,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC18,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC19,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC2,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC21,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC22,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC24,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC25,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC27,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC28,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC3,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC30,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC4,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC5,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC5B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC6,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC7,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC8,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,DNAJC9,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,GAK,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,HSCB,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,HSP90AA1,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,HSP90AB1,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,HSP90B1,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,HSPA12A,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,HSPA12B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,HSPA13,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,HSPA14,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4,HSPA1A,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,HSPA1B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,HSPA1L,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4,HSPA2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,CRYAA,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,CRYAB,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJA1,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJA2,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJA3,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJA4,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB11,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB12,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB13,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB14,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB3,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB4,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB5,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB6,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB7,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB8,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJB9,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC1,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC10,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC11,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC12,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC13,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC14,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC15,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC16,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC17,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC18,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC19,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC21,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC22,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC24,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC25,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC27,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC28,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC3,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC30,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC4,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC5,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC5B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC6,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC7,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC8,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,DNAJC9,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,GAK,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSCB,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSP90AA1,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSP90AB1,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSP90B1,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSPA12A,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSPA12B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSPA13,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSPA14,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSPA1A,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSPA1B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSPA1L,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSPA2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA4L,HSPA4,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,CRYAA,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,CRYAB,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJA1,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJA2,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJA3,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJA4,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB11,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB12,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB13,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB14,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB3,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB4,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB5,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB6,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB7,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB8,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJB9,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC1,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC10,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC11,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC12,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC13,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC14,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC15,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC16,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC17,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC18,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC19,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC2,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC21,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC22,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC24,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC25,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC27,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC28,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC3,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC30,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC4,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC5,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC5B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC6,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC7,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC8,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,DNAJC9,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,GAK,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,HSCB,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,HSP90AA1,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,HSP90AB1,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,HSP90B1,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,HSPA12A,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,HSPA12B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,HSPA13,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,HSPA14,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,HSPA1A,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,HSPA1B,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,HSPA1L,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,HSPA2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA5,HSPA4,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA5,HSPA4L,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,CRYAA,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,CRYAB,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJA1,Sig,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJA2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJA3,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJA4,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB1,Sig,Sig
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB11,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB12,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB13,NS,Sig
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB14,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB2,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB3,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB4,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB5,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB6,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB7,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB8,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJB9,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJC1,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJC10,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJC11,NS,NS
Kidney,"KIRC, KICH, KIRP",HSPA6,DNAJC12,NS,NS
